Ngày ,Giá đóng cửa,Giá mở cửa,Giá cao nhất,Giá thấp nhất
23/06/2020,"83,733","85,511","85,600","83,733"
22/06/2020,"86,133","86,222","86,222","84,622"
19/06/2020,"86,489","80,889","86,489","80,889"
18/06/2020,"80,889","81,689","82,222","80,800"
17/06/2020,"81,689","82,667","83,022","80,445"
16/06/2020,"83,022","81,333","84,267","79,911"
15/06/2020,"79,111","82,667","82,667","79,111"
12/6/2020,"81,600","80,000","82,222","79,911"
11/6/2020,"82,667","84,978","85,511","82,667"
10/6/2020,"84,978","85,511","85,511","84,800"
9/6/2020,"85,511","86,222","86,222","85,422"
8/6/2020,"85,333","84,622","86,756","84,622"
5/6/2020,"84,445","85,333","85,511","84,445"
4/6/2020,"85,333","86,045","86,045","85,333"
3/6/2020,"86,045","85,778","86,045","84,889"
2/6/2020,"85,956","86,400","86,400","85,778"
1/6/2020,"86,400","86,222","86,400","85,778"
29/05/2020,"86,222","86,222","86,667","85,867"
28/05/2020,"86,222","86,133","86,667","85,600"
27/05/2020,"86,133","86,133","87,022","85,778"
26/05/2020,"86,133","86,222","86,667","85,689"
25/05/2020,"86,311","85,511","86,311","85,333"
22/05/2020,"85,689","87,111","87,111","85,689"
21/05/2020,"87,111","86,222","87,111","86,133"
20/05/2020,"85,867","85,689","86,222","85,422"
19/05/2020,"85,778","86,311","86,578","85,333"
18/05/2020,"85,778","86,222","86,222","84,889"
15/05/2020,"86,222","85,333","86,667","85,156"
14/05/2020,"85,333","84,445","85,956","83,467"
13/05/2020,"84,445","84,533","85,333","81,333"
12/5/2020,"86,222","86,578","86,578","84,445"
11/5/2020,"86,667","87,111","87,111","85,245"
8/5/2020,"86,667","85,689","88,889","85,422"
7/5/2020,"85,333","84,445","85,333","83,556"
6/5/2020,"84,445","82,311","84,445","82,222"
5/5/2020,"82,400","81,600","82,667","81,600"
4/5/2020,"81,600","81,689","82,222","80,000"
29/04/2020,"81,689","82,667","83,022","80,445"
28/04/2020,"81,778","82,222","82,578","81,333"
27/04/2020,"81,778","84,445","84,445","81,778"
24/04/2020,"82,667","82,667","83,467","82,133"
23/04/2020,"82,667","82,667","84,356","82,400"
22/04/2020,"82,222","81,778","82,489","80,445"
21/04/2020,"82,667","84,889","84,889","82,222"
20/04/2020,"85,511","85,422","85,689","84,356"
17/04/2020,"85,422","84,711","85,422","79,289"
16/04/2020,"85,245","85,333","85,333","84,178"
15/04/2020,"85,333","84,978","85,333","84,356"
14/04/2020,"84,978","85,778","85,778","84,000"
13/04/2020,"85,333","85,156","85,333","84,356"
10/4/2020,"84,445","85,333","86,045","83,289"
9/4/2020,"85,333","83,556","86,489","83,378"
8/4/2020,"83,556","86,222","86,222","83,556"
7/4/2020,"86,489","86,756","89,689","82,667"
6/4/2020,"86,489","81,778","86,489","81,156"
3/4/2020,"80,889","76,445","80,889","76,445"
1/4/2020,"76,445","73,333","77,333","72,000"
31/03/2020,"74,133","72,356","77,333","71,467"
30/03/2020,"72,356","71,822","72,889","71,822"
27/03/2020,"77,156","72,889","77,689","70,667"
26/03/2020,"72,711","68,978","72,711","67,200"
25/03/2020,"68,000","63,556","68,000","60,445"
24/03/2020,"63,556","63,822","66,667","63,556"
23/03/2020,"68,267","69,333","69,600","68,267"
20/03/2020,"73,333","78,845","78,845","73,333"
19/03/2020,"78,845","77,245","78,845","73,867"
18/03/2020,"79,111","78,133","80,000","76,889"
17/03/2020,"78,667","79,556","82,045","77,867"
16/03/2020,"82,222","81,778","82,222","76,978"
13/03/2020,"82,222","76,445","82,222","75,911"
12/3/2020,"81,600","80,889","82,045","80,267"
11/3/2020,"86,222","87,111","87,111","80,978"
10/3/2020,"86,845","82,667","88,178","81,067"
9/3/2020,"86,845","90,222","90,667","86,845"
6/3/2020,"93,333","93,333","93,333","91,645"
5/3/2020,"93,867","93,422","94,133","92,267"
4/3/2020,"93,778","92,978","93,778","92,000"
3/3/2020,"93,778","93,422","93,867","92,889"
2/3/2020,"93,689","92,445","93,689","91,289"
28/02/2020,"93,689","93,333","93,689","91,556"
27/02/2020,"93,867","94,045","94,222","92,533"
26/02/2020,"94,133","92,445","94,756","92,445"
25/02/2020,"95,111","94,845","95,378","94,133"
24/02/2020,"95,378","95,200","96,000","93,778"
21/02/2020,"97,689","96,533","97,778","95,822"
20/02/2020,"97,778","94,222","97,778","93,333"
19/02/2020,"93,333","92,000","95,111","92,000"
18/02/2020,"92,889","95,111","95,111","92,445"
17/02/2020,"96,000","97,778","97,778","93,333"
14/02/2020,"97,778","99,822","100,089","97,778"
13/02/2020,"99,911","99,111","100,178","99,022"
12/2/2020,"99,556","100,800","100,800","99,556"
11/2/2020,"100,800","100,889","101,511","100,445"
10/2/2020,"101,067","100,445","101,422","100,445"
7/2/2020,"101,689","101,333","101,689","99,556"
6/2/2020,"101,689","101,778","101,956","100,267"
5/2/2020,"101,778","102,045","102,045","100,445"
4/2/2020,"102,045","100,978","102,045","99,378"
3/2/2020,"102,045","101,156","102,045","99,822"
31/01/2020,"102,045","102,133","102,133","100,978"
30/01/2020,"102,133","101,422","102,133","99,645"
22/01/2020,"102,133","102,133","102,133","101,511"
21/01/2020,"102,133","101,600","102,222","101,600"
20/01/2020,"102,133","102,133","102,133","101,600"
17/01/2020,"102,133","102,133","102,311","101,689"
16/01/2020,"102,222","102,222","102,311","101,600"
15/01/2020,"102,222","102,222","102,222","101,600"
14/01/2020,"102,222","102,133","102,311","101,600"
13/01/2020,"102,133","101,956","102,311","101,778"
10/1/2020,"102,045","102,222","102,222","101,956"
9/1/2020,"101,956","101,600","102,311","101,511"
8/1/2020,"101,600","101,778","101,956","100,978"
7/1/2020,"101,956","101,778","102,222","101,600"
6/1/2020,"101,778","102,222","102,222","101,689"
3/1/2020,"102,489","102,222","102,489","101,600"
2/1/2020,"102,222","102,133","102,222","101,333"
31/12/2019,"102,222","102,222","102,222","101,422"
30/12/2019,"102,222","101,778","102,222","101,511"
27/12/2019,"102,400","102,578","102,578","101,333"
26/12/2019,"102,578","102,489","102,845","101,689"
25/12/2019,"102,667","102,489","102,667","101,600"
24/12/2019,"102,667","102,756","102,756","101,600"
23/12/2019,"102,845","102,933","102,933","101,600"
20/12/2019,"102,933","102,933","102,933","101,956"
19/12/2019,"102,933","102,222","103,111","101,333"
18/12/2019,"102,933","102,222","103,022","101,778"
17/12/2019,"102,933","102,933","102,933","101,778"
16/12/2019,"102,933","103,111","103,111","102,045"
13/12/2019,"103,111","102,933","103,111","102,133"
12/12/2019,"103,111","103,111","103,111","102,400"
11/12/2019,"103,022","103,022","103,022","101,778"
10/12/2019,"103,022","102,667","103,022","100,978"
9/12/2019,"103,022","102,933","103,022","102,222"
6/12/2019,"103,022","103,111","103,378","102,578"
5/12/2019,"102,933","103,111","103,200","102,667"
4/12/2019,"102,667","101,511","102,667","101,511"
3/12/2019,"102,222","102,222","103,378","101,511"
2/12/2019,"102,222","102,667","103,378","101,156"
29/11/2019,"102,845","102,845","103,200","101,778"
28/11/2019,"102,845","102,311","103,111","101,600"
27/11/2019,"102,756","102,400","103,378","102,311"
26/11/2019,"102,400","103,111","103,111","102,311"
25/11/2019,"103,111","103,289","103,289","102,667"
22/11/2019,"103,289","103,022","103,911","102,489"
21/11/2019,"102,489","104,000","104,000","101,156"
20/11/2019,"103,111","104,178","104,178","103,111"
19/11/2019,"104,089","104,889","105,067","103,822"
18/11/2019,"104,978","106,489","106,489","104,800"
15/11/2019,"106,311","105,956","107,378","105,600"
14/11/2019,"106,045","105,778","106,489","105,600"
13/11/2019,"105,778","105,689","106,133","105,245"
12/11/2019,"106,133","105,689","106,578","105,422"
11/11/2019,"105,689","107,111","107,111","105,689"
8/11/2019,"107,111","108,089","108,089","106,667"
7/11/2019,"107,378","108,445","108,711","107,378"
6/11/2019,"108,356","108,000","108,889","107,556"
5/11/2019,"108,000","107,556","108,445","107,467"
4/11/2019,"108,178","108,889","108,889","107,289"
1/11/2019,"108,889","106,667","108,889","106,222"
31/10/2019,"105,778","106,667","107,022","105,778"
30/10/2019,"106,311","104,889","106,578","104,711"
29/10/2019,"104,711","104,622","104,800","104,356"
28/10/2019,"104,622","104,000","104,978","103,733"
25/10/2019,"104,178","104,000","104,356","103,733"
24/10/2019,"104,178","104,089","104,178","103,556"
23/10/2019,"104,089","103,822","104,445","103,822"
22/10/2019,"103,822","104,889","104,889","103,822"
21/10/2019,"103,911","104,000","105,156","103,111"
18/10/2019,"104,000","104,000","104,000","103,556"
17/10/2019,"104,000","104,800","105,333","103,911"
16/10/2019,"104,889","105,778","105,778","104,622"
15/10/2019,"105,245","104,889","106,045","104,889"
14/10/2019,"104,889","105,333","106,489","104,445"
11/10/2019,"104,889","104,445","104,889","103,733"
10/10/2019,"103,911","104,445","104,622","103,822"
9/10/2019,"104,000","103,911","105,156","103,733"
8/10/2019,"104,089","104,178","104,267","103,467"
7/10/2019,"104,000","104,889","104,978","103,556"
4/10/2019,"104,889","104,889","105,511","104,622"
3/10/2019,"104,889","104,178","104,889","104,089"
2/10/2019,"104,889","106,578","107,111","104,889"
1/10/2019,"106,578","107,111","107,467","106,400"
30/09/2019,"106,489","106,667","107,733","106,311"
27/09/2019,"106,489","105,778","106,933","105,600"
26/09/2019,"105,778","106,667","106,667","105,600"
25/09/2019,"106,400","106,756","106,933","105,778"
24/09/2019,"106,756","105,778","107,022","105,778"
23/09/2019,"105,778","106,222","107,022","105,689"
20/09/2019,"106,133","107,911","108,356","106,133"
19/09/2019,"108,000","108,889","109,156","107,911"
18/09/2019,"108,622","108,889","109,156","108,533"
17/09/2019,"109,156","108,533","110,045","108,445"
16/09/2019,"109,156","108,445","110,845","108,445"
13/09/2019,"108,800","108,533","109,245","107,378"
